add, m4, t100, w8, 51, 40, 20, 105, 5.0833, 0.9167, 583, 13, a4, 101010
quickSort, m254, t50, w2, 13530, 165, 164086, 179620, 646.0079, 0.9603, 1900, 56, a3, 111110
selectSort, m184, t50, w4, 4028, 50, 30016, 34640, 163.1304, 0.9101, 1900, 45, a3, 101111
parg, m5018, t52, w8, 864292, 20, 1654, 867178, 0.3296, 1.0, 418, 2518, a3, 101010
minProd, m60, t50, w2, 2246, 163, 5284, 7951, 87.5912, 0.8659, 1946, 72, a2, 111110
bubbleSort, m226, t50, w2, 7374, 161, 438802, 447628, 1941.6018, 0.9182, 1900, 41, a4, 100111
transpose, m298, t50, w4, 7430, 151, 41962, 49868, 140.8121, 0.8993, 903, 40, a5, 011010
factorial, m62, t100, w2, 1558, 323, 39084, 41406, 630.3871, 0.9677, 403, 18, a3, 111010
parg, m836, t52, w2, 146120, 171, 2900, 152458, 3.4679, 1.0, 418, 2518, a3, 001111
mergeSort, m75, t50, w4, 2429, 154, 7679, 10296, 101.9381, 0.9336, 1900, 129, a2, 000111
insertSort, m54, t50, w4, 1180, 53, 6161, 7405, 114.0926, 0.9444, 1900, 40, a2, 100011
transpose, m74, t50, w8, 1945, 20, 5061, 7257, 67.9396, 0.9054, 903, 40, a2, 111111
parg, m5018, t52, w2, 878006, 172, 17134, 924006, 3.4145, 1.0, 418, 2518, a5, 000110
parg, m836, t52, w4, 142354, 168, 854, 143468, 1.0211, 1.0, 418, 2518, a3, 010011
bubbleSort, m37, t50, w2, 2475, 160, 71656, 74380, 1902.3805, 0.9182, 1900, 41, a2, 100101
huffmanCodingEff, m398, t50, w4, 20836, 48, 27492, 50878, 69.0754, 0.849, 1874, 239, a2, 101110
factorial, m15, t100, w4, 257, 298, 3539, 3976, 228.3226, 0.9677, 403, 18, a2, 000011
squareMatrix, m60, t50, w8, 1581, 144, 3443, 5359, 56.7637, 1.0, 903, 72, a2, 011110
parg, m1254, t52, w8, 225402, 123, 132, 226349, 0.1056, 1.0, 418, 2518, a5, 000111
bubbleSort, m226, t50, w2, 14964, 162, 427358, 444188, 1890.9646, 0.9182, 1900, 41, a2, 011100
insertSort, m54, t50, w4, 1203, 148, 6167, 7779, 114.213, 0.9444, 1900, 40, a3, 000110
genPassword, m24, t100, w4, 479, 288, 947, 1604, 38.6531, 0.8367, 398, 63, a4, 001010
insertSort, m36, t50, w4, 794, 50, 4108, 4995, 114.1204, 0.9444, 1900, 40, a3, 110111
mergeSort, m75, t50, w2, 3399, 162, 22759, 26245, 302.1195, 0.9336, 1900, 129, a2, 101010
transpose, m298, t50, w2, 11738, 166, 124686, 138402, 418.4094, 0.8993, 903, 40, a4, 111111
factorial, m10, t100, w2, 547, 321, 6502, 7240, 629.2903, 0.9677, 403, 18, a4, 100100
huffmanCoding, m157, t50, w8, 9647, 19, 7685, 18105, 48.949, 0.9279, 1874, 318, a2, 100110
factorial, m62, t100, w4, 1038, 101, 14122, 15488, 227.7742, 0.9677, 403, 18, a3, 100010
genPassword, m98, t100, w8, 1938, 40, 1888, 4458, 19.2653, 0.8367, 398, 63, a2, 101110
dictionaryOrder, m35, t100, w8, 587, 40, 2502, 3272, 70.4789, 0.9265, 8248, 32, a2, 100111
mergeSort, m75, t50, w2, 3444, 160, 22675, 26202, 301, 0.9336, 1900, 129, a5, 010011
insertSort, m36, t50, w8, 787, 146, 2131, 3024, 59.2037, 0.9444, 1900, 40, a2, 011111
parg, m836, t52, w2, 143604, 174, 2921, 152273, 3.493, 1.0, 418, 2518, a2, 101110
mergeSort, m75, t50, w2, 6653, 162, 22672, 29410, 300.9558, 0.9336, 1900, 129, a3, 110001
quickSort, m254, t50, w2, 13588, 164, 173696, 189308, 683.8425, 0.9603, 1900, 56, a2, 011110
quickSort, m254, t50, w4, 9046, 149, 62054, 73094, 244.3071, 0.9603, 1900, 56, a2, 001110
longestIncrease, m228, t50, w2, 19706, 9671, 267916, 307796, 1175.0702, 0.9196, 1946, 70, a2, 111101
parg, m1254, t52, w8, 217513, 23, 409, 218238, 0.326, 1.0, 418, 2518, a3, 111010
transpose, m74, t50, w2, 2876, 157, 31220, 34216, 419.0604, 0.8993, 903, 40, a3, 001011
mergeSort, m113, t50, w2, 10044, 161, 34002, 44805, 300.9071, 0.9336, 1900, 129, a2, 010100
bubbleSort, m56, t50, w2, 1858, 162, 108201, 110535, 1915.0708, 0.9182, 1900, 41, a4, 100110
mergeSort, m452, t50, w2, 20584, 161, 136608, 157700, 302.2301, 0.9336, 1900, 129, a4, 100010
dictionaryOrder, m142, t100, w2, 3878, 324, 67302, 72800, 473.9577, 0.9265, 8248, 32, a2, 110110
genPassword, m24, t100, w4, 485, 103, 932, 1501, 38.0408, 0.8367, 398, 63, a4, 101011
selectSort, m46, t50, w2, 3089, 160, 20035, 23494, 435.5543, 0.9101, 1900, 45, a3, 011100
huffmanCodingEff, m398, t50, w2, 30026, 163, 81736, 114586, 205.3668, 0.849, 1874, 239, a3, 000110
insertSort, m54, t50, w2, 3601, 160, 12376, 16257, 229.1944, 0.92, 1900, 40, a5, 111101
mergeSort, m452, t50, w2, 20486, 162, 136246, 157244, 301.4292, 0.9336, 1900, 129, a4, 101011
mergeSort, m75, t50, w4, 2299, 47, 7615, 9962, 101.0929, 0.9336, 1900, 129, a4, 111011
huffmanCoding, m157, t50, w4, 9177, 52, 17237, 26534, 109.7898, 0.9013, 1874, 318, a2, 100011
longestIncrease, m57, t50, w2, 4917, 9450, 65232, 75102, 1144.4298, 0.9196, 1946, 70, a2, 010101
anagram, m120, t100, w2, 3184, 319, 16056, 19988, 133.8, 0.8667, 1370, 37, a5, 111010
transpose, m74, t50, w2, 5912, 155, 30990, 37024, 415.9732, 0.8993, 903, 40, a3, 001000
factorial, m62, t100, w2, 1542, 323, 39074, 41376, 630.2258, 0.9677, 403, 18, a4, 101011
parg, m1254, t52, w4, 212873, 50, 1404, 222429, 1.1192, 1.0, 418, 2518, a4, 101110
factorial, m62, t100, w4, 1020, 96, 14070, 15804, 226.9355, 0.9677, 403, 18, a3, 101110
transpose, m74, t50, w2, 5868, 164, 31008, 37002, 416.2148, 0.8993, 903, 40, a3, 100001
squareMatrix, m60, t50, w4, 1569, 144, 7773, 9531, 128.1319, 1.0, 903, 72, a2, 001111
factorial, m15, t100, w8, 250, 243, 2540, 2940, 163.871, 0.9677, 403, 18, a2, 001010
mergeSort, m75, t50, w2, 3400, 167, 22754, 26241, 302.0531, 0.9336, 1900, 129, a3, 101010
quickSort, m63, t50, w8, 2302, 147, 7503, 10080, 118.1575, 0.9603, 1900, 56, a2, 000111
minProd, m60, t50, w8, 1490, 21, 1753, 3506, 29.0608, 0.8659, 1946, 72, a2, 111110
bubbleSort, m56, t50, w4, 1225, 51, 38510, 39873, 681.5929, 0.9182, 1900, 41, a3, 111111
anagram, m120, t100, w2, 3140, 314, 15952, 20578, 132.9333, 0.8667, 1370, 37, a4, 001110
parg, m5018, t52, w4, 852524, 55, 5140, 858980, 1.0243, 1.0, 418, 2518, a3, 110011
add, m24, t100, w2, 546, 328, 872, 2184, 36.3333, 0.9167, 583, 13, a4, 100010
dictionaryOrder, m35, t100, w4, 604, 93, 5828, 6680, 164.169, 0.9265, 8248, 32, a2, 110111
transpose, m74, t50, w2, 6102, 157, 31149, 37370, 418.1141, 0.8993, 903, 40, a3, 111000
selectSort, m46, t50, w2, 1530, 164, 20043, 21817, 435.7283, 0.9101, 1900, 45, a3, 011111
longestIncrease, m57, t50, w2, 2503, 9456, 65231, 72743, 1144.4035, 0.9196, 1946, 70, a3, 011111
mergeSort, m452, t50, w4, 13698, 49, 45612, 62008, 100.9115, 0.9336, 1900, 129, a3, 110110
primes, m34, t100, w8, 546, 37, 427, 1060, 12.5735, 0.8793, 398, 30, a3, 111111
minProd, m60, t50, w4, 1501, 151, 1760, 3339, 29.1768, 0.7845, 1946, 72, a3, 010011
mergeSort, m113, t50, w4, 3449, 154, 11458, 15602, 101.4027, 0.9336, 1900, 129, a3, 011110
mergeSort, m75, t50, w8, 2347, 21, 3510, 6173, 46.6018, 0.9336, 1900, 129, a2, 101110
mergeSort, m452, t50, w4, 14002, 149, 46198, 61314, 102.208, 0.9336, 1900, 129, a3, 000111
factorial, m10, t100, w2, 260, 319, 6528, 6915, 631.7419, 0.9677, 403, 18, a3, 101011
mergeSort, m113, t50, w2, 5340, 164, 34234, 39700, 302.9558, 0.9336, 1900, 129, a5, 001011
longestIncrease, m38, t50, w2, 1612, 9581, 43544, 48590, 1145.9123, 0.9196, 1946, 70, a2, 011110
factorial, m15, t100, w2, 397, 325, 9769, 10360, 630.2581, 0.9677, 403, 18, a3, 111011
factorial, m62, t100, w2, 1544, 313, 39220, 41808, 632.5806, 0.9677, 403, 18, a3, 000111
squareMatrix, m364, t50, w4, 9372, 50, 46242, 55878, 127.0385, 1.0, 903, 72, a2, 111010
factorial, m62, t100, w2, 3202, 321, 39302, 43266, 633.9032, 0.9677, 403, 18, a5, 001001
selectSort, m46, t50, w4, 985, 50, 7504, 8658, 163.1304, 0.9101, 1900, 45, a2, 101111
parg, m836, t52, w8, 145530, 107, 270, 146040, 0.3228, 1.0, 418, 2518, a5, 001010
parg, m836, t52, w4, 141797, 154, 876, 142930, 1.0474, 1.0, 418, 2518, a5, 001011
parg, m1254, t52, w8, 218013, 19, 411, 218733, 0.3276, 1.0, 418, 2518, a2, 100010
insertSort, m216, t50, w4, 4716, 49, 24720, 29924, 114.4444, 0.9444, 1900, 40, a2, 111111
anagram, m120, t100, w4, 2066, 307, 10006, 12988, 83.3833, 0.9286, 1370, 37, a3, 011111
huffmanCoding, m628, t50, w4, 35868, 154, 83416, 119952, 132.828, 0.9013, 1874, 318, a5, 010010
factorial, m15, t100, w2, 775, 322, 9737, 10706, 628.2258, 0.9677, 403, 18, a5, 010001
mergeSort, m75, t50, w2, 3433, 163, 22681, 26621, 301.0796, 0.9336, 1900, 129, a4, 111110
insertSort, m54, t50, w4, 1183, 50, 6162, 7406, 114.1204, 0.9444, 1900, 40, a3, 100011
factorial, m15, t100, w4, 800, 102, 3515, 4420, 226.8065, 0.9677, 403, 18, a2, 100101
maxArrSumNeg, m37, t50, w4, 909, 145, 6831, 7859, 182.9911, 0.9358, 1910, 63, a2, 010111
transpose, m298, t50, w2, 11694, 158, 124660, 136848, 418.3221, 0.8993, 903, 40, a2, 101011
bubbleSort, m56, t50, w4, 3673, 49, 38553, 42644, 682.354, 0.9182, 1900, 41, a2, 110100
mergeSort, m75, t50, w2, 6840, 163, 22762, 29688, 302.1593, 0.9336, 1900, 129, a5, 000001
anagram, m20, t100, w2, 514, 318, 2745, 3383, 137.2667, 0.8667, 1370, 37, a3, 011010
minProd, m362, t50, w2, 13476, 162, 31768, 47768, 87.7569, 0.8659, 1946, 72, a3, 011110
selectSort, m30, t50, w8, 668, 21, 1950, 2772, 63.587, 0.9101, 1900, 45, a2, 100110
squareMatrix, m364, t50, w8, 9832, 129, 20738, 30988, 56.9725, 1.0, 903, 72, a2, 010010
dictionaryOrder, m142, t100, w2, 4140, 322, 67198, 72962, 473.2254, 0.9265, 8248, 32, a2, 111110
factorial, m62, t100, w2, 1602, 322, 39114, 41860, 630.871, 0.9677, 403, 18, a2, 101110
parg, m1254, t52, w4, 213268, 54, 407, 215475, 0.3244, 1.0, 418, 2518, a5, 100111
selectSort, m184, t50, w2, 6168, 161, 80592, 88200, 438, 0.9101, 1900, 45, a3, 110110
huffmanCodingEff, m99, t50, w2, 7678, 159, 20462, 28535, 205.6482, 0.849, 1874, 239, a3, 101111
anagram, m120, t100, w2, 3160, 320, 16330, 20242, 136.0833, 0.8667, 1370, 37, a4, 001011
add, m4, t100, w2, 92, 327, 139, 358, 34.8333, 0.9167, 583, 13, a3, 101011
transpose, m74, t50, w2, 5853, 159, 30972, 36949, 415.7315, 0.8993, 903, 40, a3, 010001
parg, m5018, t52, w8, 873948, 23, 1644, 879112, 0.3276, 1.0, 418, 2518, a3, 100111
longestIncrease, m38, t50, w2, 1654, 9628, 45253, 50361, 1190.886, 0.9196, 1946, 70, a3, 011110
longestIncrease, m57, t50, w4, 1598, 10445, 24503, 31372, 429.8772, 0.9035, 1946, 70, a5, 011010
transpose, m49, t50, w4, 1256, 49, 6989, 8290, 140.7315, 0.8993, 903, 40, a3, 111010
mergeSort, m113, t50, w2, 10261, 163, 34144, 44532, 302.1593, 0.9336, 1900, 129, a5, 000001
anagram, m20, t100, w8, 331, 277, 1667, 2195, 83.3667, 0.9286, 1370, 37, a2, 011110
parg, m5018, t52, w2, 859264, 174, 17472, 898412, 3.4819, 1.0, 418, 2518, a2, 101111
anagram, m30, t100, w2, 787, 321, 4082, 5060, 136.0667, 0.8667, 1370, 37, a2, 101010
insertSort, m216, t50, w4, 4708, 150, 24706, 29850, 114.3796, 0.9444, 1900, 40, a3, 010010
insertSort, m216, t50, w2, 14582, 161, 49264, 64902, 228.0741, 0.92, 1900, 40, a5, 001101
anagram, m20, t100, w2, 517, 318, 2729, 3371, 136.4667, 0.8667, 1370, 37, a3, 111010
mergeSort, m75, t50, w2, 6833, 163, 22791, 29711, 302.5398, 0.9336, 1900, 129, a4, 000001
quickSort, m254, t50, w2, 13634, 165, 173590, 188516, 683.4252, 0.9603, 1900, 56, a3, 101111
mergeSort, m452, t50, w8, 15144, 118, 21432, 37224, 47.4159, 0.9336, 1900, 129, a3, 000111
minProd, m90, t50, w2, 3376, 161, 7924, 11670, 87.558, 0.8659, 1946, 72, a2, 101111
dictionaryOrder, m23, t100, w8, 384, 41, 1667, 2193, 70.4507, 0.9265, 8248, 32, a3, 111110
selectSort, m46, t50, w2, 1561, 155, 20259, 22053, 440.4239, 0.9101, 1900, 45, a3, 000111
genPassword, m16, t100, w4, 326, 98, 673, 1053, 41.2245, 0.8367, 398, 63, a2, 101010
factorial, m62, t100, w8, 968, 294, 10176, 12174, 164.129, 0.9677, 403, 18, a3, 011110
huffmanCodingEff, m398, t50, w2, 30616, 155, 81912, 115300, 205.809, 0.849, 1874, 239, a3, 101110
add, m4, t100, w2, 88, 333, 137, 355, 34.25, 0.9167, 583, 13, a5, 010011
parg, m836, t52, w8, 145463, 22, 88, 146155, 0.106, 1.0, 418, 2518, a5, 100111
mergeSort, m75, t50, w2, 6875, 164, 22766, 29942, 302.2124, 0.9336, 1900, 129, a3, 000101
genPassword, m16, t100, w2, 505, 310, 1878, 2610, 114.9796, 0.8367, 398, 63, a4, 000110
longestIncrease, m38, t50, w2, 3282, 9785, 45608, 52392, 1200.2105, 0.9196, 1946, 70, a3, 100100
transpose, m74, t50, w2, 5942, 160, 31141, 37207, 418.0067, 0.8993, 903, 40, a2, 011000
insertSort, m54, t50, w8, 1178, 147, 3150, 4438, 58.3333, 0.9444, 1900, 40, a3, 001011
factorial, m62, t100, w2, 3116, 312, 39078, 42950, 630.2903, 0.9677, 403, 18, a4, 000000
parg, m836, t52, w2, 145640, 176, 2888, 151916, 3.4536, 1.0, 418, 2518, a4, 011111
parg, m836, t52, w4, 143361, 173, 857, 144489, 1.0247, 1.0, 418, 2518, a3, 000010
mergeSort, m113, t50, w8, 3487, 146, 5282, 8888, 46.7434, 0.9336, 1900, 129, a2, 011010
add, m4, t100, w2, 93, 322, 138, 359, 34.5833, 0.9167, 583, 13, a5, 011011
squareMatrix, m60, t50, w4, 1589, 153, 7776, 9789, 128.1868, 1.0, 903, 72, a3, 001110
transpose, m74, t50, w4, 1875, 147, 10449, 12440, 140.2617, 0.8993, 903, 40, a3, 010011
huffmanCoding, m104, t50, w4, 5971, 161, 11394, 17478, 108.8631, 0.9013, 1874, 318, a2, 000010
parg, m1254, t52, w2, 215060, 172, 4371, 219814, 3.4847, 1.0, 418, 2518, a2, 101010
insertSort, m216, t50, w8, 4692, 23, 12660, 17552, 58.6111, 0.9444, 1900, 40, a2, 101010
parg, m1254, t52, w8, 218769, 104, 407, 219528, 0.3244, 1.0, 418, 2518, a3, 000010
factorial, m10, t100, w2, 529, 324, 6521, 7177, 631.129, 0.9677, 403, 18, a3, 101000
genPassword, m98, t100, w4, 1968, 102, 4086, 6396, 41.6939, 0.8367, 398, 63, a5, 111011
parg, m1254, t52, w2, 213597, 176, 4327, 223371, 3.4492, 1.0, 418, 2518, a2, 111111
mergeSort, m452, t50, w2, 20324, 160, 136288, 158240, 301.5221, 0.9336, 1900, 129, a2, 111111
selectSort, m30, t50, w2, 2060, 156, 13340, 15554, 435, 0.9101, 1900, 45, a2, 010101
parg, m836, t52, w2, 145619, 176, 2854, 151902, 3.4125, 1.0, 418, 2518, a4, 100111
transpose, m49, t50, w8, 1241, 123, 3374, 4866, 67.9396, 0.9054, 903, 40, a2, 010111
bubbleSort, m56, t50, w4, 1220, 157, 38693, 40104, 684.8407, 0.9182, 1900, 41, a3, 001111
parg, m1254, t52, w8, 218401, 113, 405, 219167, 0.3232, 1.0, 418, 2518, a5, 000011
factorial, m15, t100, w2, 791, 320, 9779, 10872, 630.9355, 0.9677, 403, 18, a4, 011100
mergeSort, m113, t50, w2, 10250, 161, 34275, 44954, 303.3186, 0.9336, 1900, 129, a2, 011101
factorial, m10, t100, w8, 168, 280, 1693, 1977, 163.9032, 0.9677, 403, 18, a2, 010010
mergeSort, m75, t50, w8, 2288, 20, 3525, 5850, 46.792, 0.9336, 1900, 129, a2, 100010
dictionaryOrder, m35, t100, w8, 579, 238, 2501, 3406, 70.4648, 0.9265, 8248, 32, a2, 011110
minProd, m90, t50, w2, 3337, 161, 7956, 11649, 87.9171, 0.8659, 1946, 72, a4, 100111
primes, m22, t100, w4, 393, 104, 847, 1322, 37.3676, 0.8793, 398, 30, a2, 101111
bubbleSort, m37, t50, w2, 2470, 155, 71156, 73831, 1889.0973, 0.9182, 1900, 41, a3, 001101
squareMatrix, m60, t50, w4, 1596, 155, 7729, 9471, 127.4121, 1.0, 903, 72, a2, 011111
mergeSort, m113, t50, w2, 5136, 164, 34056, 39320, 301.3805, 0.9336, 1900, 129, a2, 100011
anagram, m120, t100, w2, 3140, 324, 15854, 19754, 132.1167, 0.8667, 1370, 37, a5, 111011
mergeSort, m113, t50, w2, 10249, 162, 34142, 44518, 302.1416, 0.9336, 1900, 129, a4, 010001
mergeSort, m113, t50, w2, 5081, 160, 34156, 39363, 302.2655, 0.9336, 1900, 129, a4, 101010
insertSort, m216, t50, w4, 4750, 150, 24754, 31070, 114.6019, 0.9444, 1900, 40, a2, 011110
maxArrSumNeg, m56, t50, w4, 1314, 146, 11352, 13079, 202.7143, 0.9358, 1910, 63, a3, 011110
genPassword, m24, t100, w4, 511, 95, 939, 1531, 38.3469, 0.8367, 398, 63, a4, 101010
huffmanCodingEff, m66, t50, w4, 3277, 157, 4586, 8159, 69.1457, 0.849, 1874, 239, a3, 010111
huffmanCoding, m628, t50, w4, 35812, 49, 68664, 104926, 109.3376, 0.9013, 1874, 318, a3, 111010
bubbleSort, m37, t50, w2, 2488, 162, 72449, 75266, 1923.4336, 0.9182, 1900, 41, a4, 000100
quickSort, m63, t50, w8, 2327, 22, 7502, 10136, 118.1496, 0.9603, 1900, 56, a2, 110110
factorial, m62, t100, w4, 1026, 99, 14082, 15410, 227.129, 0.9677, 403, 18, a3, 111010
mergeSort, m452, t50, w2, 40320, 157, 136706, 177524, 302.4469, 0.9336, 1900, 129, a2, 000001
longestIncrease, m57, t50, w4, 1610, 3448, 23692, 27072, 415.6491, 0.9035, 1946, 70, a4, 101011
huffmanCoding, m157, t50, w4, 8996, 164, 17211, 26382, 109.6274, 0.9013, 1874, 318, a4, 001010
genPassword, m16, t100, w4, 322, 291, 654, 1095, 40.0408, 0.8367, 398, 63, a5, 010011
mergeSort, m75, t50, w2, 3444, 162, 22770, 26709, 302.2566, 0.9336, 1900, 129, a2, 011110
parg, m1254, t52, w2, 214947, 172, 4388, 224763, 3.4978, 1.0, 418, 2518, a3, 110111
insertSort, m36, t50, w8, 799, 127, 2114, 2981, 58.7315, 0.9444, 1900, 40, a3, 000011
anagram, m20, t100, w8, 332, 280, 1667, 2128, 83.3667, 0.9286, 1370, 37, a2, 000111
quickSort, m254, t50, w2, 26530, 158, 163610, 191434, 644.1339, 0.9603, 1900, 56, a4, 110101
factorial, m10, t100, w4, 168, 295, 2346, 2656, 227.0323, 0.9677, 403, 18, a3, 011111
genPassword, m24, t100, w2, 746, 317, 2760, 3698, 112.6531, 0.8367, 398, 63, a3, 100010
selectSort, m46, t50, w8, 1023, 153, 2926, 4247, 63.6087, 0.9101, 1900, 45, a2, 011110
genPassword, m16, t100, w2, 497, 317, 1840, 2465, 112.6531, 0.8367, 398, 63, a3, 100010
genPassword, m98, t100, w2, 2934, 316, 10588, 14286, 108.0408, 0.8367, 398, 63, a5, 011010
quickSort, m42, t50, w4, 1499, 50, 10338, 11999, 244.2126, 0.9603, 1900, 56, a3, 110111
factorial, m10, t100, w4, 178, 315, 2347, 2670, 227.1613, 0.9677, 403, 18, a2, 011111
parg, m5018, t52, w8, 872728, 156, 1632, 878154, 0.3252, 1.0, 418, 2518, a3, 010111
minProd, m90, t50, w2, 3308, 164, 7796, 11721, 86.1492, 0.8659, 1946, 72, a4, 110110
dictionaryOrder, m23, t100, w4, 388, 302, 3881, 4523, 164, 0.9265, 8248, 32, a2, 011111
transpose, m298, t50, w4, 8188, 134, 41800, 50442, 140.2685, 0.8993, 903, 40, a2, 001011
parg, m836, t52, w2, 145956, 171, 2906, 149118, 3.4755, 1.0, 418, 2518, a2, 100011
genPassword, m24, t100, w8, 483, 39, 475, 1009, 19.3878, 0.8367, 398, 63, a3, 100010
genPassword, m98, t100, w2, 2996, 313, 11050, 14798, 112.7551, 0.8367, 398, 63, a5, 000010
parg, m5018, t52, w8, 880682, 97, 3046, 887348, 0.607, 1.0, 418, 2518, a4, 001111
huffmanCodingEff, m99, t50, w8, 5195, 144, 3027, 8693, 30.4271, 0.849, 1874, 239, a3, 001111
dictionaryOrder, m23, t100, w2, 1192, 323, 11214, 12618, 473.8592, 0.9265, 8248, 32, a4, 110101
