longestIncrease, m228, t50, w4, 19596, 3461, 102972, 129682, 451.6316, 0.9035, 1946, 70, a3, 111001
mergeSort, m75, t50, w2, 6791, 154, 22887, 29761, 303.8097, 0.9336, 1900, 129, a3, 011000
huffmanCoding, m157, t50, w4, 8961, 162, 17151, 26282, 109.242, 0.9013, 1874, 318, a2, 010011
insertSort, m36, t50, w4, 799, 49, 4115, 4955, 114.3056, 0.9444, 1900, 40, a2, 111011
transpose, m49, t50, w2, 4066, 149, 20718, 24867, 417.1477, 0.8993, 903, 40, a4, 010000
mergeSort, m452, t50, w8, 13794, 125, 21230, 35504, 46.969, 0.9336, 1900, 129, a2, 010011
longestIncrease, m57, t50, w2, 2478, 9966, 68781, 76551, 1206.693, 0.9196, 1946, 70, a4, 010111
parg, m5018, t52, w8, 865576, 23, 1654, 868512, 0.3296, 1.0, 418, 2518, a3, 101011
genPassword, m98, t100, w8, 1942, 40, 1870, 4142, 19.0816, 0.8367, 398, 63, a2, 100111
squareMatrix, m91, t50, w8, 2458, 129, 5184, 7747, 56.9725, 1.0, 903, 72, a2, 010010
mergeSort, m452, t50, w4, 13916, 132, 45824, 60200, 101.3805, 0.9336, 1900, 129, a4, 001011
bubbleSort, m56, t50, w4, 1247, 147, 38613, 40314, 683.4159, 0.9182, 1900, 41, a2, 010110
minProd, m60, t50, w8, 1487, 151, 1676, 3484, 27.7845, 0.8659, 1946, 72, a3, 011110
insertSort, m216, t50, w4, 4744, 51, 24758, 29748, 114.6204, 0.9444, 1900, 40, a3, 110011
quickSort, m42, t50, w2, 4415, 162, 28950, 33575, 683.8583, 0.9603, 1900, 56, a3, 110101
massive, m24, t60, w4, 941, 38521, 28485, 48712, 1162.6735, 1.0, 169, 13, a5, 110000
parg, m5018, t52, w8, 877132, 136, 12004, 890632, 2.3922, 1.0, 418, 2518, a4, 000011
huffmanCoding, m104, t50, w8, 6219, 128, 5111, 11623, 48.8376, 0.9279, 1874, 318, a2, 000111
transpose, m74, t50, w2, 2915, 163, 31125, 34163, 417.7852, 0.8993, 903, 40, a3, 100010
parg, m1254, t52, w2, 218460, 176, 4332, 227875, 3.4536, 1.0, 418, 2518, a4, 011111
factorial, m15, t100, w2, 394, 313, 9787, 10464, 631.4194, 0.9677, 403, 18, a3, 000110
mergeSort, m75, t50, w2, 3406, 166, 22761, 26255, 302.1372, 0.9336, 1900, 129, a5, 110011
add, m24, t100, w2, 562, 317, 804, 2092, 33.5, 0.9167, 583, 13, a4, 001010
squareMatrix, m91, t50, w4, 2321, 50, 11388, 14283, 125.1429, 1.0, 903, 72, a5, 111110
maxArrSumNeg, m56, t50, w8, 1333, 146, 5065, 6537, 90.4554, 0.9358, 1910, 63, a2, 010111
genPassword, m16, t100, w4, 322, 296, 678, 1121, 41.551, 0.8367, 398, 63, a2, 000010
parg, m5018, t52, w8, 872694, 21, 2612, 897736, 0.5205, 1.0, 418, 2518, a4, 111110
insertSort, m216, t50, w4, 4776, 48, 24836, 29844, 114.9815, 0.9444, 1900, 40, a4, 101010
mergeSort, m452, t50, w8, 13820, 152, 21196, 35518, 46.8938, 0.9336, 1900, 129, a2, 000011
factorial, m62, t100, w2, 3256, 319, 39094, 43114, 630.5484, 0.9677, 403, 18, a2, 110000
mergeSort, m452, t50, w2, 20328, 164, 136076, 156928, 301.0531, 0.9336, 1900, 129, a2, 101011
selectSort, m30, t50, w8, 666, 22, 1963, 2701, 64.0109, 0.9101, 1900, 45, a3, 111111
selectSort, m184, t50, w8, 4080, 129, 11906, 17132, 64.7065, 0.9101, 1900, 45, a2, 000110
squareMatrix, m364, t50, w8, 9746, 131, 20712, 32686, 56.9011, 1.0, 903, 72, a3, 010110
primes, m34, t100, w2, 886, 317, 3612, 4803, 106.2353, 0.8793, 398, 30, a4, 100111
insertSort, m216, t50, w4, 4678, 150, 24438, 29556, 113.1389, 0.9444, 1900, 40, a5, 011010
selectSort, m30, t50, w8, 683, 152, 1949, 2734, 63.5543, 0.9101, 1900, 45, a3, 001111
add, m24, t100, w4, 390, 101, 226, 966, 9.4167, 0.9167, 583, 13, a4, 101111
factorial, m62, t100, w8, 998, 286, 10162, 11858, 163.9032, 0.9677, 403, 18, a3, 001010
dictionaryOrder, m35, t100, w4, 609, 301, 5824, 6817, 164.0563, 0.9265, 8248, 32, a3, 001110
minProd, m90, t50, w4, 2193, 146, 2674, 4982, 29.5525, 0.7845, 1946, 72, a3, 011010
transpose, m49, t50, w2, 3920, 161, 20671, 24957, 416.1946, 0.8993, 903, 40, a4, 101100
huffmanCoding, m628, t50, w4, 36100, 161, 68658, 105430, 109.328, 0.9013, 1874, 318, a5, 000011
transpose, m74, t50, w2, 2886, 157, 31015, 34435, 416.3087, 0.8993, 903, 40, a4, 001110
anagram, m20, t100, w2, 538, 314, 2717, 3380, 135.85, 0.8667, 1370, 37, a3, 001010
quickSort, m254, t50, w2, 13692, 159, 163976, 178936, 645.5748, 0.9603, 1900, 56, a3, 010111
factorial, m62, t100, w4, 3232, 306, 14068, 18398, 226.9032, 0.9677, 403, 18, a2, 001100
transpose, m74, t50, w2, 5868, 164, 31008, 37002, 416.2148, 0.8993, 903, 40, a3, 100001
transpose, m49, t50, w2, 1931, 158, 20776, 22789, 418.3221, 0.8993, 903, 40, a3, 100011
mergeSort, m75, t50, w4, 2299, 155, 7639, 10021, 101.4071, 0.9336, 1900, 129, a5, 010010
parg, m5018, t52, w2, 1027826, 177, 17352, 1046690, 3.458, 1.0, 418, 2518, a3, 111001
factorial, m10, t100, w4, 165, 291, 2344, 2650, 226.8387, 0.9677, 403, 18, a2, 000111
factorial, m62, t100, w2, 3240, 321, 39102, 43112, 630.6774, 0.9677, 403, 18, a2, 001001
insertSort, m36, t50, w8, 796, 150, 2101, 3123, 58.3796, 0.9444, 1900, 40, a3, 011110
huffmanCodingEff, m66, t50, w2, 5153, 153, 13756, 19365, 207.3769, 0.849, 1874, 239, a3, 110110
mergeSort, m452, t50, w2, 20604, 162, 136010, 159684, 300.9071, 0.9336, 1900, 129, a4, 101110
huffmanCodingEff, m398, t50, w4, 20370, 144, 27630, 49356, 69.4221, 0.849, 1874, 239, a2, 001111
selectSort, m184, t50, w2, 6292, 164, 80478, 88262, 437.3804, 0.9101, 1900, 45, a4, 000110
massive, m98, t60, w8, 1240, 19185, 103306, 143016, 1054.1429, 1.0, 169, 13, a5, 111011
factorial, m10, t100, w8, 161, 275, 1695, 1969, 164.0323, 0.9677, 403, 18, a3, 011010
huffmanCoding, m628, t50, w8, 37226, 21, 30706, 69026, 48.8949, 0.9279, 1874, 318, a2, 110111
add, m6, t100, w4, 83, 100, 54, 250, 9, 0.9167, 583, 13, a4, 101110
mergeSort, m452, t50, w2, 40092, 158, 136330, 176938, 301.615, 0.9336, 1900, 129, a2, 010000
factorial, m62, t100, w2, 3246, 327, 39756, 43776, 641.2258, 0.9677, 403, 18, a4, 011001
mergeSort, m452, t50, w2, 20326, 160, 136624, 157452, 302.2655, 0.9336, 1900, 129, a4, 101010
squareMatrix, m60, t50, w4, 1628, 136, 7807, 9511, 128.6923, 1.0, 903, 72, a3, 010011
factorial, m15, t100, w4, 786, 301, 3519, 4487, 227.0323, 0.9677, 403, 18, a2, 011000
genPassword, m98, t100, w2, 2908, 316, 10764, 14808, 109.8367, 0.8367, 398, 63, a4, 101111
huffmanCodingEff, m99, t50, w4, 4936, 146, 6871, 12515, 69.0553, 0.849, 1874, 239, a2, 010110
selectSort, m184, t50, w2, 12352, 163, 80154, 93452, 435.6196, 0.9101, 1900, 45, a4, 110101
minProd, m362, t50, w4, 8784, 50, 10556, 19596, 29.1602, 0.7845, 1946, 72, a2, 101011
genPassword, m98, t100, w2, 2964, 323, 11058, 14792, 112.8367, 0.8367, 398, 63, a4, 010011
anagram, m20, t100, w2, 528, 323, 2703, 3357, 135.1667, 0.8667, 1370, 37, a4, 000011
minProd, m362, t50, w2, 13470, 160, 31576, 47442, 87.2265, 0.8659, 1946, 72, a3, 010110
insertSort, m54, t50, w4, 1191, 155, 6177, 7484, 114.3981, 0.9444, 1900, 40, a2, 010010
factorial, m10, t100, w2, 527, 322, 6522, 7176, 631.1935, 0.9677, 403, 18, a3, 111000
factorial, m15, t100, w8, 256, 42, 2538, 2846, 163.7742, 0.9677, 403, 18, a2, 100010
dictionaryOrder, m142, t100, w2, 3838, 311, 67214, 72210, 473.338, 0.9265, 8248, 32, a2, 101111
longestIncrease, m57, t50, w8, 1615, 2294, 12348, 15404, 216.6404, 0.9196, 1946, 70, a2, 111110
quickSort, m42, t50, w2, 2270, 169, 28990, 31596, 684.811, 0.9603, 1900, 56, a3, 000110
mergeSort, m113, t50, w2, 5110, 162, 34295, 39535, 303.5, 0.9336, 1900, 129, a2, 010011
mergeSort, m452, t50, w2, 40250, 163, 136344, 178266, 301.646, 0.9336, 1900, 129, a3, 111101
primes, m34, t100, w4, 571, 296, 1262, 2204, 37.1324, 0.8793, 398, 30, a3, 010110
mergeSort, m452, t50, w8, 13732, 114, 21112, 35264, 46.708, 0.9336, 1900, 129, a3, 010011
quickSort, m63, t50, w4, 2257, 49, 15505, 17978, 244.1732, 0.9603, 1900, 56, a2, 100111
mergeSort, m75, t50, w4, 2270, 49, 7626, 9943, 101.2389, 0.9336, 1900, 129, a2, 111011
parg, m5018, t52, w2, 861510, 175, 17042, 880058, 3.3962, 1.0, 418, 2518, a4, 101010
mergeSort, m452, t50, w2, 20422, 163, 136258, 157196, 301.4558, 0.9336, 1900, 129, a5, 111010
parg, m836, t52, w2, 146056, 177, 2855, 149167, 3.4137, 1.0, 418, 2518, a4, 100010
longestIncrease, m228, t50, w2, 20350, 10217, 266408, 308622, 1168.4561, 0.9196, 1946, 70, a2, 011100
maxArrSumNeg, m37, t50, w4, 909, 145, 6831, 7859, 182.9911, 0.9358, 1910, 63, a2, 010111
transpose, m49, t50, w2, 1935, 159, 20773, 22790, 418.2617, 0.8993, 903, 40, a2, 011011
quickSort, m254, t50, w2, 26654, 162, 173728, 201682, 683.9685, 0.9603, 1900, 56, a2, 110101
mergeSort, m452, t50, w2, 39892, 162, 136320, 177860, 301.5929, 0.9336, 1900, 129, a2, 110101
transpose, m49, t50, w2, 4023, 168, 20709, 24816, 416.9664, 0.8993, 903, 40, a4, 111001
maxArrSumNeg, m37, t50, w4, 872, 151, 7381, 8368, 197.7232, 0.9358, 1910, 63, a2, 011111
transpose, m74, t50, w2, 5995, 149, 31007, 37119, 416.2013, 0.8993, 903, 40, a4, 001001
parg, m1254, t52, w2, 214816, 174, 4368, 224603, 3.4819, 1.0, 418, 2518, a2, 101111
longestIncrease, m57, t50, w8, 1586, 2305, 12297, 15337, 215.7456, 0.9196, 1946, 70, a3, 101110
anagram, m30, t100, w8, 511, 39, 2500, 3199, 83.35, 0.9286, 1370, 37, a3, 110110
dictionaryOrder, m35, t100, w2, 1828, 327, 17076, 19312, 481.0282, 0.9265, 8248, 32, a2, 000100
squareMatrix, m91, t50, w4, 2435, 151, 11674, 14359, 128.2857, 1.0, 903, 72, a3, 001111
parg, m5018, t52, w2, 901296, 175, 5090, 920504, 1.0143, 1.0, 418, 2518, a5, 000111
mergeSort, m75, t50, w2, 7174, 157, 22820, 30079, 302.9204, 0.9336, 1900, 129, a3, 000000
minProd, m90, t50, w2, 3347, 165, 7935, 11663, 87.6796, 0.8659, 1946, 72, a3, 111111
mergeSort, m452, t50, w2, 40266, 162, 136156, 176930, 301.2301, 0.9336, 1900, 129, a3, 110000
anagram, m30, t100, w2, 797, 308, 4040, 5022, 134.6667, 0.8667, 1370, 37, a3, 100010
mergeSort, m452, t50, w4, 13782, 142, 46098, 60366, 101.9867, 0.9336, 1900, 129, a4, 011010
parg, m5018, t52, w4, 870190, 52, 5066, 906764, 1.0096, 1.0, 418, 2518, a2, 100110
mergeSort, m75, t50, w2, 3428, 154, 22966, 26477, 304.8584, 0.9336, 1900, 129, a4, 000011
factorial, m15, t100, w8, 250, 243, 2540, 2940, 163.871, 0.9677, 403, 18, a2, 001010
genPassword, m24, t100, w4, 507, 98, 1024, 1612, 41.7959, 0.8367, 398, 63, a3, 111010
squareMatrix, m60, t50, w4, 1597, 149, 7727, 9402, 127.3791, 1.0, 903, 72, a2, 000010
squareMatrix, m60, t50, w4, 1568, 50, 7715, 9328, 127.1703, 1.0, 903, 72, a2, 100010
factorial, m10, t100, w4, 165, 301, 2347, 2700, 227.129, 0.9677, 403, 18, a3, 001110
anagram, m30, t100, w2, 790, 310, 4044, 5020, 134.8167, 0.8667, 1370, 37, a2, 000011
bubbleSort, m56, t50, w2, 1848, 161, 107263, 109467, 1898.469, 0.9182, 1900, 41, a2, 001111
transpose, m49, t50, w8, 1307, 29, 3376, 4889, 67.9732, 0.9054, 903, 40, a3, 111111
selectSort, m46, t50, w2, 1528, 166, 20050, 21866, 435.8804, 0.9101, 1900, 45, a4, 100111
primes, m22, t100, w8, 379, 39, 292, 807, 12.8824, 0.8793, 398, 30, a3, 111110
bubbleSort, m226, t50, w4, 14444, 51, 153976, 168944, 681.3097, 0.9182, 1900, 41, a3, 100101
mergeSort, m113, t50, w4, 3507, 150, 11521, 15351, 101.9558, 0.9336, 1900, 129, a3, 010111
primes, m136, t100, w2, 3518, 319, 14404, 19164, 105.9118, 0.8793, 398, 30, a3, 001111
genPassword, m16, t100, w8, 316, 39, 297, 649, 18.2041, 0.8367, 398, 63, a4, 111011
add, m6, t100, w2, 139, 320, 181, 546, 30.25, 0.9167, 583, 13, a4, 110111
anagram, m20, t100, w2, 1075, 322, 2700, 3902, 135.0167, 0.8667, 1370, 37, a4, 100000
factorial, m62, t100, w8, 1036, 274, 10168, 11862, 164, 0.9677, 403, 18, a3, 000011
factorial, m62, t100, w2, 1572, 327, 39086, 41428, 630.4194, 0.9677, 403, 18, a3, 100010
factorial, m62, t100, w2, 3230, 320, 39196, 43446, 632.1935, 0.9677, 403, 18, a3, 010101
squareMatrix, m60, t50, w4, 1573, 147, 7800, 9449, 128.5714, 1.0, 903, 72, a4, 011011
squareMatrix, m364, t50, w4, 9382, 147, 46206, 56028, 126.9396, 1.0, 903, 72, a5, 011010
factorial, m15, t100, w4, 780, 99, 3517, 4482, 226.9032, 0.9677, 403, 18, a2, 100100
anagram, m20, t100, w8, 368, 48, 1667, 2085, 83.3667, 0.9286, 1370, 37, a2, 110111
primes, m22, t100, w2, 581, 318, 2405, 3242, 106.1029, 0.8793, 398, 30, a2, 011110
transpose, m298, t50, w2, 23564, 159, 124102, 148160, 416.4497, 0.8993, 903, 40, a5, 100000
selectSort, m30, t50, w2, 1009, 163, 13446, 14704, 438.4674, 0.9101, 1900, 45, a4, 010110
huffmanCoding, m628, t50, w8, 36526, 21, 30676, 70352, 48.8471, 0.9279, 1874, 318, a2, 111110
mergeSort, m113, t50, w2, 10170, 165, 34205, 44509, 302.6991, 0.9336, 1900, 129, a2, 011001
genPassword, m24, t100, w2, 762, 321, 2756, 3711, 112.4898, 0.8367, 398, 63, a4, 001010
selectSort, m30, t50, w2, 2074, 161, 13350, 15678, 435.3261, 0.9101, 1900, 45, a3, 001100
selectSort, m184, t50, w2, 12240, 160, 80142, 93332, 435.5543, 0.9101, 1900, 45, a3, 100101
factorial, m10, t100, w2, 254, 319, 6538, 6919, 632.7742, 0.9677, 403, 18, a3, 110011
massive, m16, t60, w8, 204, 19187, 17224, 23849, 1054.5714, 1.0, 169, 13, a5, 110011
squareMatrix, m364, t50, w4, 9418, 50, 46106, 55808, 126.6648, 1.0, 903, 72, a4, 111010
add, m6, t100, w8, 80, 39, 33, 171, 5.5, 0.9167, 583, 13, a4, 110111
add, m4, t100, w2, 91, 329, 136, 355, 34, 0.9167, 583, 13, a2, 011010
genPassword, m98, t100, w2, 2932, 318, 10794, 15088, 110.1429, 0.8367, 398, 63, a4, 101110
parg, m5018, t52, w4, 854370, 173, 5114, 861054, 1.0191, 1.0, 418, 2518, a2, 011010
transpose, m298, t50, w4, 7948, 48, 41974, 50180, 140.8523, 0.8993, 903, 40, a2, 111011
add, m24, t100, w8, 322, 39, 132, 686, 5.5, 0.9167, 583, 13, a4, 110111
parg, m1254, t52, w8, 217966, 142, 408, 218749, 0.3252, 1.0, 418, 2518, a2, 000011
genPassword, m98, t100, w4, 1932, 296, 4072, 6726, 41.551, 0.8367, 398, 63, a2, 000010
dictionaryOrder, m35, t100, w4, 1800, 291, 5811, 7842, 163.7042, 0.9265, 8248, 32, a2, 010101
squareMatrix, m91, t50, w4, 2301, 47, 11336, 13865, 124.5714, 1.0, 903, 72, a5, 111111
transpose, m74, t50, w2, 2897, 159, 31190, 34211, 418.6644, 0.8993, 903, 40, a4, 100011
factorial, m15, t100, w2, 820, 324, 9828, 10943, 634.0968, 0.9677, 403, 18, a2, 001100
parg, m5018, t52, w4, 850822, 52, 5304, 888354, 1.057, 1.0, 418, 2518, a5, 101110
mergeSort, m113, t50, w4, 3449, 154, 11458, 15602, 101.4027, 0.9336, 1900, 129, a3, 011110
minProd, m60, t50, w8, 1494, 20, 1677, 3460, 27.8066, 0.8659, 1946, 72, a2, 101110
mergeSort, m452, t50, w2, 40076, 163, 136170, 176758, 301.2611, 0.9336, 1900, 129, a2, 111000
mergeSort, m452, t50, w2, 20552, 161, 136882, 157948, 302.8363, 0.9336, 1900, 129, a3, 011011
parg, m5018, t52, w2, 858874, 170, 17524, 910954, 3.4922, 1.0, 418, 2518, a3, 110110
longestIncrease, m38, t50, w2, 3290, 9412, 43397, 50063, 1142.0439, 0.9196, 1946, 70, a3, 000100
longestIncrease, m228, t50, w2, 20448, 9825, 259756, 301270, 1139.2807, 0.9196, 1946, 70, a3, 101100
factorial, m62, t100, w2, 3156, 317, 38990, 43118, 628.871, 0.9677, 403, 18, a3, 000101
factorial, m62, t100, w2, 3214, 331, 39310, 43306, 634.0323, 0.9677, 403, 18, a4, 001001
parg, m836, t52, w4, 142473, 174, 868, 143606, 1.0379, 1.0, 418, 2518, a5, 010011
transpose, m49, t50, w2, 3941, 155, 20660, 24683, 415.9732, 0.8993, 903, 40, a3, 001000
huffmanCodingEff, m99, t50, w2, 7543, 162, 20288, 28248, 203.8995, 0.849, 1874, 239, a3, 000111
bubbleSort, m56, t50, w4, 3688, 162, 38524, 42680, 681.8407, 0.9182, 1900, 41, a2, 001100
mergeSort, m452, t50, w2, 40400, 158, 136262, 177162, 301.4646, 0.9336, 1900, 129, a3, 000001
genPassword, m24, t100, w2, 756, 314, 2792, 3738, 113.9796, 0.8367, 398, 63, a5, 101010
dictionaryOrder, m142, t100, w8, 2342, 40, 10006, 13288, 70.4648, 0.9265, 8248, 32, a3, 110110
genPassword, m24, t100, w8, 495, 40, 478, 1027, 19.5102, 0.8367, 398, 63, a3, 101010
factorial, m10, t100, w2, 543, 313, 6558, 7290, 634.6774, 0.9677, 403, 18, a3, 001100
transpose, m74, t50, w2, 5917, 160, 31056, 37097, 416.8591, 0.8993, 903, 40, a4, 011000
dictionaryOrder, m35, t100, w2, 1815, 321, 16784, 19014, 472.7887, 0.9265, 8248, 32, a3, 110100
genPassword, m98, t100, w2, 2936, 313, 11178, 15320, 114.0612, 0.8367, 398, 63, a4, 100111
squareMatrix, m364, t50, w2, 29146, 160, 109452, 140132, 300.6923, 1.0, 903, 72, a5, 011101
mergeSort, m452, t50, w8, 13734, 21, 21114, 35086, 46.7124, 0.9336, 1900, 129, a2, 110010
parg, m836, t52, w8, 145390, 20, 2032, 147641, 2.4301, 1.0, 418, 2518, a4, 100011
insertSort, m54, t50, w4, 1187, 150, 6188, 7767, 114.6019, 0.9444, 1900, 40, a2, 011110
squareMatrix, m60, t50, w2, 2329, 158, 22850, 25259, 376.6593, 1.0, 903, 72, a4, 111011
dictionaryOrder, m35, t100, w2, 956, 316, 16837, 18103, 474.2817, 0.9265, 8248, 32, a4, 110111
selectSort, m46, t50, w4, 1020, 147, 7504, 8887, 163.1304, 0.9101, 1900, 45, a3, 000110
parg, m836, t52, w2, 146080, 175, 2853, 152208, 3.4113, 1.0, 418, 2518, a4, 010111
primes, m22, t100, w8, 373, 38, 288, 704, 12.7059, 0.8793, 398, 30, a3, 101111
dictionaryOrder, m35, t100, w8, 585, 39, 2502, 3272, 70.4789, 0.9265, 8248, 32, a2, 110111
mergeSort, m75, t50, w2, 3403, 163, 22709, 26199, 301.4558, 0.9336, 1900, 129, a5, 111010
parg, m836, t52, w8, 145257, 106, 273, 149507, 0.3264, 1.0, 418, 2518, a2, 011110
dictionaryOrder, m142, t100, w2, 3820, 328, 67070, 72162, 472.3239, 0.9265, 8248, 32, a3, 101111
huffmanCodingEff, m66, t50, w8, 3573, 23, 2013, 5779, 30.3518, 0.849, 1874, 239, a3, 111111
huffmanCoding, m157, t50, w8, 9226, 145, 7673, 17342, 48.8758, 0.9279, 1874, 318, a3, 000111
transpose, m74, t50, w2, 5908, 158, 30867, 36896, 414.3221, 0.8993, 903, 40, a5, 110000
anagram, m30, t100, w2, 1613, 316, 4035, 5836, 134.5, 0.8667, 1370, 37, a2, 001000
add, m24, t100, w8, 336, 44, 130, 684, 5.4167, 0.9167, 583, 13, a4, 100011
genPassword, m98, t100, w8, 1912, 38, 1852, 4438, 18.898, 0.8367, 398, 63, a2, 100110
factorial, m15, t100, w8, 756, 42, 2543, 3352, 164.0968, 0.9677, 403, 18, a3, 100000
bubbleSort, m226, t50, w4, 5092, 156, 154076, 161020, 681.7522, 0.9182, 1900, 41, a2, 011110
factorial, m10, t100, w2, 525, 313, 6494, 7144, 628.4516, 0.9677, 403, 18, a3, 011001
parg, m836, t52, w8, 146174, 101, 271, 146979, 0.3248, 1.0, 418, 2518, a2, 000111
selectSort, m30, t50, w2, 1029, 161, 13398, 14672, 436.9022, 0.9101, 1900, 45, a2, 100110
primes, m34, t100, w4, 558, 105, 1259, 2086, 37.0441, 0.8793, 398, 30, a4, 100110
parg, m836, t52, w8, 145944, 101, 271, 146450, 0.3244, 1.0, 418, 2518, a3, 001010
factorial, m10, t100, w2, 530, 324, 6507, 7166, 629.7742, 0.9677, 403, 18, a3, 100000
squareMatrix, m91, t50, w4, 2368, 49, 11554, 14502, 126.967, 1.0, 903, 72, a2, 101110
selectSort, m184, t50, w4, 3954, 150, 30016, 35294, 163.1304, 0.9101, 1900, 45, a2, 000110
factorial, m10, t100, w2, 542, 319, 6515, 7185, 630.5484, 0.9677, 403, 18, a2, 110000
factorial, m15, t100, w4, 243, 98, 3521, 3942, 227.1613, 0.9677, 403, 18, a2, 101110
add, m4, t100, w2, 90, 320, 147, 363, 36.9167, 0.9167, 583, 13, a4, 111011
insertSort, m36, t50, w4, 787, 51, 4143, 4971, 115.1019, 0.9444, 1900, 40, a5, 101011
factorial, m10, t100, w4, 530, 102, 2344, 2928, 226.9032, 0.9677, 403, 18, a3, 101000
parg, m1254, t52, w2, 215423, 171, 4328, 220132, 3.4504, 1.0, 418, 2518, a5, 110010
factorial, m15, t100, w8, 255, 40, 2539, 2859, 163.8065, 0.9677, 403, 18, a2, 111111
parg, m1254, t52, w2, 214718, 174, 4326, 219422, 3.4488, 1.0, 418, 2518, a5, 101010
insertSort, m216, t50, w8, 4804, 22, 12740, 17836, 58.9815, 0.9444, 1900, 40, a2, 101111
mergeSort, m113, t50, w2, 10062, 163, 34086, 44566, 301.646, 0.9336, 1900, 129, a3, 111101
bubbleSort, m226, t50, w2, 14786, 163, 430310, 447052, 1904.0265, 0.9182, 1900, 41, a2, 111100
mergeSort, m113, t50, w2, 10072, 159, 34126, 44606, 302.0044, 0.9336, 1900, 129, a4, 010101
anagram, m20, t100, w2, 1068, 314, 2685, 3878, 134.2833, 0.8667, 1370, 37, a2, 000000
genPassword, m98, t100, w4, 1946, 298, 4036, 6706, 41.1837, 0.8367, 398, 63, a2, 010010
mergeSort, m75, t50, w2, 6696, 161, 22668, 29870, 300.9071, 0.9336, 1900, 129, a2, 010100
genPassword, m98, t100, w2, 3032, 321, 11038, 15408, 112.6327, 0.8367, 398, 63, a3, 111110
mergeSort, m113, t50, w2, 5099, 162, 34139, 39367, 302.1195, 0.9336, 1900, 129, a2, 101010
parg, m836, t52, w4, 142066, 57, 860, 143149, 1.0291, 1.0, 418, 2518, a2, 110010
mergeSort, m113, t50, w2, 5163, 162, 34244, 39534, 303.0442, 0.9336, 1900, 129, a3, 011010
parg, m836, t52, w4, 142088, 54, 860, 143169, 1.0291, 1.0, 418, 2518, a2, 101011
